"Gene","logFC","t","PValue","FDR"
"ENSG00000152778",-3.33571828122657,-16.9937582119307,4.98360991970405e-33,3.7552497466954e-30
"ENSG00000055332",-2.02250430768266,-16.9091774967923,7.49911504654231e-33,5.43339727872169e-30
"ENSG00000119922",-3.59494168479997,-16.8975237528753,7.93399929844322e-33,5.53558069570642e-30
"ENSG00000126709",-2.88780913989948,-16.7341000748766,1.7522125438013e-32,1.17886356786175e-29
"ENSG00000136147",-1.89363885944578,-16.6983534090544,2.08470766208717e-32,1.3339270999065e-29
"ENSG00000142687",-1.66356710446187,-16.6944834111682,2.1243132496653e-32,1.3339270999065e-29
"ENSG00000183486",-2.00635598260012,-16.6464683381997,2.68344718650359e-32,1.6306702612695e-29
"ENSG00000086065",-2.49236947530222,-16.6296807592121,2.91206478988441e-32,1.71429614099508e-29
"ENSG00000137965",-3.23380683665269,-16.5924028351896,3.49223196976301e-32,1.99353532867866e-29
"ENSG00000177409",-2.77730542171931,-16.525431625094,4.84218399265685e-32,2.68285476628441e-29
"ENSG00000205413",-2.49900999742201,-16.3916112335434,9.31921819566491e-32,5.01586949628387e-29
"ENSG00000196684",-1.62063238020239,-16.3567085851782,1.10585252297092e-31,5.78668050770171e-29
"ENSG00000132256",-2.40692111124317,-16.2627809938418,1.75395521116097e-31,8.93000223455417e-29
"ENSG00000132274",-2.26725401554558,-16.2245811868652,2.11651941023588e-31,1.04923664868483e-28
"ENSG00000138642",-2.68694875761836,-16.1743669382288,2.71025083239649e-31,1.30912064565859e-28
"ENSG00000067066",-1.77462468800154,-16.1529919517162,3.01135646114844e-31,1.41819832537786e-28
"ENSG00000130813",-1.60664381874015,-16.1012366591151,3.88725759886467e-31,1.7860526499369e-28
"ENSG00000122643",-2.27849785023268,-16.0848798935575,4.21420520863652e-31,1.89017137429273e-28
"ENSG00000164054",-2.16018568433026,-15.9871436606887,6.83245268279827e-31,2.99324985205939e-28
"ENSG00000088827",-4.18635964386631,-15.9459780735341,8.37757680428536e-31,3.58674526907108e-28
"ENSG00000108771",-3.05151541779603,-15.9216591057355,9.45076770559772e-31,3.95630137862333e-28
"ENSG00000112343",-1.51589446048028,-15.8335870447015,1.46321676106717e-30,5.99219072717029e-28
"ENSG00000181778",-3.0714455206028,-15.7638046947382,2.07020578411195e-30,8.12469511689603e-28
"ENSG00000126860",-2.0240486869165,-15.7358808027647,2.37897575177149e-30,9.14000532461884e-28
"ENSG00000111801",-1.87089308169684,-15.7319549505455,2.4259489660842e-30,9.14000532461884e-28
"ENSG00000160932",-2.43717798960984,-15.726125099543,2.4974289532109e-30,9.22481698442882e-28
"ENSG00000133106",-2.74126659789449,-15.6708381514198,3.28988452734279e-30,1.19182393704007e-27
"ENSG00000138496",-2.00869290339026,-15.6628675915982,3.42332944399447e-30,1.21676754841449e-27
"ENSG00000117226",-2.56279184279329,-15.6227889338678,4.18145967421583e-30,1.45870995079403e-27
"ENSG00000185880",-2.41651420521466,-15.5998660091125,4.68873362697406e-30,1.60593389208977e-27
"ENSG00000135899",-1.67417773123165,-15.5501766098357,6.01092902890675e-30,2.02203359011688e-27
"ENSG00000073737",-2.8115657819812,-15.4836876477429,8.38496098732924e-30,2.77115605402295e-27
"ENSG00000173193",-1.88666499410432,-15.4681453962286,9.06411503747197e-30,2.94396205303271e-27
"ENSG00000121486",-2.31131475043346,-15.3638754236721,1.52955354411812e-29,4.88368299391478e-27
"ENSG00000132109",-2.05899454408293,-15.3353310251843,1.76550412407495e-29,5.54309444822065e-27
"ENSG00000188313",-2.7589763075422,-15.3182713304559,1.92364410739346e-29,5.94059142542261e-27
"ENSG00000236345",-2.78066492264897,-15.1762745649903,3.93363957800425e-29,1.19519197371684e-26
"ENSG00000196116",-2.35428733433863,-15.1536098345265,4.4103748974855e-29,1.31877210029892e-26
"ENSG00000079263",-1.78247046299911,-15.1462483177228,4.5773847887424e-29,1.3473246039114e-26
