"Gene","logFC","t_statistic","P.Value","FDR"
"ENSG00000109971",-1.00868308673361,-9.02209554569815,5.23233026476643e-15,2.15210998968712e-13
"ENSG00000284930",-1.24630942307013,-9.0153586895858,5.42346135756598e-15,2.22586416239276e-13
"ENSG00000160932",-1.37106427775802,-9.01160079063999,5.53308460235778e-15,2.26591842911339e-13
"ENSG00000117834",-1.35757301906054,-8.99933876405813,5.90638295884005e-15,2.40311970148227e-13
"ENSG00000233785",-1.61486072142614,-8.99243766488513,6.12741062849326e-15,2.48767589266285e-13
"ENSG00000203747",-1.43558150292479,-8.96778504499113,6.98649281107541e-15,2.80024577819231e-13
"ENSG00000255587",1.2849374122465,8.96245726136016,7.18738365456387e-15,2.8685579085736e-13
"ENSG00000172232",1.88406233743939,8.95899256282631,7.32110394948305e-15,2.91574960254464e-13
"ENSG00000096060",-1.40890767454312,-8.93779364800735,8.19501767239558e-15,3.2432298931216e-13
"ENSG00000285693",-1.13584758550044,-8.93672650970574,8.24166030207421e-15,3.25485108533488e-13
"ENSG00000137767",-1.0314685635753,-8.9345304845489,8.33847869265569e-15,3.27933740317845e-13
"ENSG00000002549",-1.16001525241061,-8.92596031099689,8.7272887416167e-15,3.41797640986643e-13
"ENSG00000272398",1.26549669177157,8.92396284442431,8.820475654257e-15,3.44730540196874e-13
"ENSG00000204516",-1.03545847355727,-8.9211154978339,8.95502868523714e-15,3.49264659156309e-13
"ENSG00000248455",-1.24519196647768,-8.92069725299762,8.97496467412005e-15,3.49318976303871e-13
"ENSG00000069956",1.00502770317516,8.90328646580245,9.84531583732646e-15,3.80833798241388e-13
"ENSG00000010539",-1.0380499089237,-8.89337654697245,1.03777585059265e-14,3.99787760193544e-13
"ENSG00000134107",1.15551325909601,8.89149982054788,1.0481777532516e-14,4.02970867668441e-13
"ENSG00000166750",-1.09291242157104,-8.88915619671588,1.06131349357194e-14,4.06432443261511e-13
"ENSG00000283633",1.08318223095445,8.88774256845509,1.06931591006257e-14,4.08595803524518e-13
"ENSG00000224950",-1.00603889566875,-8.86848817988465,1.18449361073003e-14,4.50777588665299e-13
"ENSG00000267102",-1.35463160556757,-8.85972859035484,1.24090663700075e-14,4.69823266131006e-13
"ENSG00000109220",-1.21634590199301,-8.84725131760716,1.32591532889695e-14,4.97561612863759e-13
"ENSG00000135900",-1.20287306675488,-8.83016063792906,1.4518502256865e-14,5.40512935800045e-13
"ENSG00000279320",-1.52365305970559,-8.82760366951073,1.47169005174005e-14,5.45742070761399e-13
"ENSG00000162747",-1.45323073859944,-8.8207543840028,1.52617564364416e-14,5.63727387744485e-13
"ENSG00000149131",-1.48326930160257,-8.82030734924007,1.52980085716938e-14,5.63960636934573e-13
"ENSG00000187554",-1.2563415633863,-8.81849711752582,1.54456880792289e-14,5.67184935743691e-13
"ENSG00000124102",1.96409130805396,8.81471921446082,1.57584828622837e-14,5.7754533105e-13
"ENSG00000263766",-1.33253354923834,-8.81193820521191,1.59927650138304e-14,5.8415262250257e-13
"ENSG00000223552",-1.59217205930804,-8.80500271288805,1.65922668987882e-14,5.99933059192652e-13
"ENSG00000257285",-1.27397015706469,-8.80031196723816,1.70103756900828e-14,6.11529498568281e-13
"ENSG00000148925",-1.02409636819826,-8.78662508511496,1.8291318863341e-14,6.56327361424034e-13
"ENSG00000254017",-1.10242116212465,-8.76691017480909,2.03071337124068e-14,7.2451853195894e-13
"ENSG00000273133",-1.34210012296159,-8.76442832709685,2.05761025905914e-14,7.31344567172755e-13
"ENSG00000087502",-1.03183803563436,-8.72670707007176,2.51294235930482e-14,8.86494534917307e-13
"ENSG00000011426",1.16576664027199,8.72573089985426,2.52597136001003e-14,8.89425205231194e-13
"ENSG00000274536",-1.14865471283865,-8.71532844657941,2.66906302094567e-14,9.36309295876622e-13
"ENSG00000169245",-1.72567841645565,-8.70616401350095,2.80179954138518e-14,9.81046463951934e-13
"ENSG00000099998",1.54436926826625,8.68963796828329,3.05799727111653e-14,1.05894398149436e-12
"ENSG00000254449",-1.52652672807322,-8.68377142906308,3.15444917078755e-14,1.09033969686782e-12
"ENSG00000084110",-1.2264179493926,-8.67609680867765,3.28521699277087e-14,1.13138789231842e-12
"ENSG00000179044",-1.80284825958223,-8.66117633990251,3.55509742581904e-14,1.2220971771456e-12
"ENSG00000225963",-1.03682565581977,-8.65522961377385,3.66871676236401e-14,1.25428831886412e-12
"ENSG00000185885",-1.04438155244906,-8.65146126252138,3.74258034906492e-14,1.27722334448705e-12
"ENSG00000101608",-1.15822868313264,-8.62934245049266,4.2069780451968e-14,1.42943380033435e-12
"ENSG00000280734",-1.00828433265548,-8.62582553813718,4.28593069555913e-14,1.45212882091624e-12
"ENSG00000223935",-1.30490463333212,-8.61941745286018,4.43360156676536e-14,1.49409993407381e-12
"ENSG00000162069",-1.3191146092997,-8.61089776741597,4.63780821927215e-14,1.55457350951332e-12
"ENSG00000115415",-1.04433023831796,-8.60115477701525,4.8828395849438e-14,1.62227393476493e-12
"ENSG00000167536",-1.41795904372719,-8.5976792754406,4.97333148808589e-14,1.64942990444651e-12
"ENSG00000171428",-1.22305508001746,-8.59613799587067,5.01399459976519e-14,1.65999350211558e-12
"ENSG00000226891",-1.35162151597557,-8.58871895733992,5.21440929208597e-14,1.71729094832719e-12
"ENSG00000118898",-1.137702005323,-8.5755812299519,5.58907243055432e-14,1.82100917820011e-12
"ENSG00000160179",-1.00147688156304,-8.55285354982074,6.30159464032566e-14,2.02922119375136e-12
"ENSG00000129007",-1.21057734911562,-8.55033985113875,6.38575592295823e-14,2.05281348253732e-12
"ENSG00000255092",1.49101214499815,8.52884770224188,7.15258100314518e-14,2.29150205675593e-12
"ENSG00000157551",-1.19827105401862,-8.49658691407848,8.47899830146089e-14,2.68449361349446e-12
"ENSG00000254685",-1.28522688723783,-8.49184720856373,8.69349622210869e-14,2.73859668615524e-12
"ENSG00000127951",-1.15145892261096,-8.48113063421449,9.19860378464112e-14,2.878460101247e-12
"ENSG00000142089",-1.07578978642131,-8.45095084667231,1.07835568437276e-13,3.33017448888754e-12
"ENSG00000287713",-1.33138671587652,-8.44306218358117,1.12408748543244e-13,3.45441436387867e-12
"ENSG00000198736",-1.08985305630944,-8.43655958291286,1.16323176915366e-13,3.55153323619396e-12
"ENSG00000285006",-1.46072657397226,-8.43452774167008,1.17573903120225e-13,3.58391130579095e-12
"ENSG00000231799",-1.3122633478169,-8.39384492504479,1.45633370754945e-13,4.34088835171148e-12
"ENSG00000180071",1.35815586391015,8.34909546610203,1.84243794255744e-13,5.4528250847184e-12
"ENSG00000145723",-1.08077877358803,-8.34894932954448,1.84385262711839e-13,5.4528250847184e-12
"ENSG00000120875",1.24026278749877,8.32609208963784,2.07896944806733e-13,6.10977011898476e-12
"ENSG00000176170",1.13083588244555,8.32073649546707,2.13823836760362e-13,6.26440658925613e-12
"ENSG00000231551",-1.07561692589418,-8.31790038733203,2.17030264248307e-13,6.3288175199839e-12
"ENSG00000174718",-1.15909924689456,-8.31689032576954,2.18183728712749e-13,6.35261990956842e-12
"ENSG00000205890",-1.14155517663105,-8.3057606009258,2.31304663334919e-13,6.69326766190968e-12
"ENSG00000115155",-1.82402379024279,-8.29888894473605,2.39794689737908e-13,6.90711370838336e-12
"ENSG00000225217",-1.0086617530379,-8.29135582751521,2.49458561054778e-13,7.13095656016678e-12
"ENSG00000147416",-1.08802906030946,-8.29037474629681,2.50745331478275e-13,7.15687962786021e-12
"ENSG00000233646",-1.26638042964217,-8.2602375205078,2.93658582992179e-13,8.31870734797995e-12
"ENSG00000228382",-1.26333100951857,-8.23456409012558,3.35927947355441e-13,9.39668499217154e-12
"ENSG00000112053",-1.08279115106073,-8.22512202374967,3.5295159477999e-13,9.82112576435074e-12
"ENSG00000287878",1.10982746626311,8.21532618157649,3.71520365361621e-13,1.02620244027599e-11
"ENSG00000214846",-1.27442263703587,-8.2134073848191,3.75269819456122e-13,1.03352819574772e-11
"ENSG00000249396",-1.16607707904875,-8.19391301396445,4.15563003149439e-13,1.13454722512016e-11
"ENSG00000150681",-1.29323474012703,-8.19296222269069,4.1763467686234e-13,1.1385531176169e-11
"ENSG00000125968",1.31637505252961,8.18301155588821,4.39942091430766e-13,1.19418287008253e-11
"ENSG00000028839",-1.10518876731742,-8.16667933320209,4.79152511445355e-13,1.28579416105521e-11
"ENSG00000102738",-1.08973956195098,-8.15868215987803,4.99600702008314e-13,1.33496142190533e-11
"ENSG00000145911",1.10421446176135,8.15680955577639,5.04512856525498e-13,1.34427343581716e-11
"ENSG00000105205",1.32405294653213,8.15409119392433,5.11729164058594e-13,1.36157542267455e-11
"ENSG00000121807",-1.16421377556854,-8.13427359032825,5.67533353962451e-13,1.49110088172171e-11
"ENSG00000099381",1.01930915844981,8.13261650621039,5.72464936116855e-13,1.4998740565465e-11
"ENSG00000221909",-1.19925671576553,-8.12918991109002,5.82798260614928e-13,1.52413938479429e-11
"ENSG00000237135",-1.00704467616319,-8.12839435551989,5.85223764564711e-13,1.5248195403693e-11
"ENSG00000214872",-1.42538528119599,-8.12446610223205,5.97348235967599e-13,1.55426050678973e-11
"ENSG00000188404",-1.20124861886539,-8.1238910893834,5.99143834655615e-13,1.55678228375758e-11
"ENSG00000280832",-1.14863795926182,-8.1178033929436,6.18486284650791e-13,1.60261961901673e-11
"ENSG00000258819",-1.35026075591458,-8.10833558123969,6.49809161269816e-13,1.68147046428582e-11
"ENSG00000172007",-1.03762914515996,-8.10683939040209,6.54901395261843e-13,1.6923227001293e-11
"ENSG00000166147",1.31785209775232,8.10544383337346,6.5968688258873e-13,1.70235362934335e-11
"ENSG00000227032",-1.42101392395085,-8.09282696072946,7.04560201600607e-13,1.80820642580587e-11
"ENSG00000197044",-1.09259037967634,-8.08729470552391,7.25181307290132e-13,1.85359097241947e-11
"ENSG00000166527",-1.20438111682705,-8.08613911640218,7.29563866787787e-13,1.86226614126671e-11
"ENSG00000185862",-1.09097804811697,-8.07712831504705,7.64652743413503e-13,1.94393095552275e-11
"ENSG00000197208",-1.23329350879316,-8.07453134350031,7.75073527336279e-13,1.96776753476561e-11
"ENSG00000165046",-1.07023219416659,-8.0725003691423,7.83321435978271e-13,1.98603084938878e-11
"ENSG00000260943",-1.28552150466393,-8.06309924596857,8.22651232626191e-13,2.08294407529734e-11
"ENSG00000197054",-1.08076515464029,-8.05514388139592,8.57461905319699e-13,2.1652637228435e-11
"ENSG00000203814",-1.17425516173357,-8.05317607155697,8.66296075474727e-13,2.18464330251578e-11
"ENSG00000285639",1.60890882867268,8.0497158711544,8.82050080339331e-13,2.22139831730379e-11
"ENSG00000257715",-1.22148010481786,-8.02897901153895,9.8261209281498e-13,2.43942302169352e-11
"ENSG00000102760",1.38354822886072,8.01968570075495,1.03130180322215e-12,2.54956212192899e-11
"ENSG00000143753",-1.08920264848113,-8.00055183479992,1.13922823194793e-12,2.79073880798896e-11
"ENSG00000243155",-1.14779438479569,-7.99513321846048,1.17178277603558e-12,2.86675895259199e-11
"ENSG00000286940",-1.07090205728517,-7.97000256570248,1.33527245076524e-12,3.21249839431871e-11
"ENSG00000267655",1.22854593919094,7.95691328235617,1.42920936322825e-12,3.41235056837689e-11
"ENSG00000113303",-1.12817381509824,-7.94874980975369,1.49109109678549e-12,3.54661288904608e-11
"ENSG00000180573",-1.12485927987729,-7.94890155727299,1.48991686623257e-12,3.54661288904608e-11
"ENSG00000105366",1.71568470651608,7.94260175238555,1.53944649529634e-12,3.65642642507311e-11
"ENSG00000148346",1.26808004102793,7.94238972672885,1.54114161880669e-12,3.65642642507311e-11
"ENSG00000171155",-1.00082518043003,-7.9325411604582,1.62195801121878e-12,3.81453745509855e-11
"ENSG00000288587",-1.65736041567597,-7.92219397393136,1.71140488736589e-12,4.00988125226351e-11
"ENSG00000287131",-1.32928237161153,-7.91993513265899,1.73157413684402e-12,4.05209858259226e-11
"ENSG00000286245",1.00209778594578,7.90579817826423,1.86327831463719e-12,4.31209298416897e-11
"ENSG00000144677",1.02790798057919,7.90144547832248,1.90579890692601e-12,4.38892907196482e-11
"ENSG00000225342",-1.09688368216323,-7.89982492069701,1.92187489446717e-12,4.42054691843376e-11
"ENSG00000196812",-1.22243473370958,-7.89519162867492,1.96858439612009e-12,4.51695406262001e-11
"ENSG00000272666",-1.10264942302538,-7.87729295657193,2.159863876593e-12,4.91395117237427e-11
"ENSG00000260361",-1.00676572036065,-7.86822140328008,2.2637490387832e-12,5.11938828242471e-11
"ENSG00000158457",1.37127892559545,7.85664557971459,2.40355001958284e-12,5.42902581161889e-11
"ENSG00000108733",-1.00256308424333,-7.8555238216958,2.4175450048478e-12,5.4540973414758e-11
"ENSG00000138459",-1.1107096229773,-7.8416500083384,2.59747326365741e-12,5.83208597625487e-11
"ENSG00000005187",1.14999563800841,7.83868636906547,2.63759979563156e-12,5.90809809157043e-11
"ENSG00000100448",1.83109887042505,7.83822292856674,2.64393003234912e-12,5.91524393698251e-11
"ENSG00000164821",1.60063251259703,7.80547417170978,3.13165134146678e-12,6.93232056058181e-11
"ENSG00000164512",-1.15966731620103,-7.80500137484811,3.13931037435327e-12,6.94111840751959e-11
"ENSG00000161835",1.31758834910325,7.80269714725994,3.17690462447313e-12,7.00779031801227e-11
"ENSG00000115339",-1.02872784478633,-7.79240133037462,3.35042159278637e-12,7.35608880709902e-11
"ENSG00000250696",1.33897898626501,7.78971650436948,3.39719602340244e-12,7.45010229206695e-11
"ENSG00000180644",-1.0862825417825,-7.78178131733454,3.53926581780648e-12,7.69892488173654e-11
"ENSG00000101412",1.19498032842797,7.77843682630969,3.60089805551882e-12,7.8149444204912e-11
"ENSG00000091106",-1.115383925764,-7.76494606707658,3.86051466990749e-12,8.31135718305341e-11
"ENSG00000253981",-1.17509505630653,-7.75987499769737,3.96283785160566e-12,8.51219377976596e-11
"ENSG00000164105",-1.41725377560007,-7.75739518694774,4.01385108108064e-12,8.6021532042545e-11
"ENSG00000268758",1.54802748564797,7.74563427718645,4.26481093814853e-12,9.09858532874769e-11
"ENSG00000183625",-1.05255150341733,-7.74367743278384,4.30805309259823e-12,9.17657910437032e-11
"ENSG00000154928",-1.09549711366384,-7.73687648394031,4.46175347863e-12,9.47581871819976e-11
"ENSG00000197561",1.64035687205221,7.71735227788292,4.93391085580927e-12,1.03502241315963e-10
"ENSG00000228318",-1.22724853600471,-7.70450904763339,5.27122069588144e-12,1.10131900636314e-10
"ENSG00000059915",1.18465784798379,7.69861329437978,5.43363758399565e-12,1.13228832751449e-10
"ENSG00000154589",-1.01670554530801,-7.69737228629964,5.46845286090225e-12,1.13828414357654e-10
"ENSG00000264558",-1.35750595610466,-7.69009650974821,5.67706873773479e-12,1.17650848054398e-10
"ENSG00000137757",-1.36471030758981,-7.68736826534639,5.75731531225243e-12,1.19051927389914e-10
"ENSG00000287216",-1.26762633127261,-7.67994665779268,5.98135216676225e-12,1.23143947669363e-10
"ENSG00000270681",1.21088895331767,7.67539154153608,6.12312197501004e-12,1.25514006273383e-10
"ENSG00000269001",-1.07787658569606,-7.66507387257785,6.45669517925904e-12,1.31351213592745e-10
"ENSG00000250687",-1.20274546922509,-7.65805796449019,6.69376324094571e-12,1.35734243200146e-10
"ENSG00000138166",1.12391749491187,7.64283941863105,7.23810789623832e-12,1.46299867542207e-10
"ENSG00000282988",-1.08346948601845,-7.62945188662614,7.75315094771274e-12,1.55211325773659e-10
"ENSG00000078098",-1.29735528103043,-7.62836647573864,7.79646894466185e-12,1.55747488843627e-10
"ENSG00000247317",-1.42007997125165,-7.56800232996394,1.06244871037567e-11,2.06974237911653e-10
"ENSG00000283020",-1.14088246232404,-7.55747873662328,1.12126377727113e-11,2.17981083965258e-10
"ENSG00000069509",-1.07143470302512,-7.55577555280028,1.1310817644913e-11,2.19663075046259e-10
"ENSG00000151364",-1.54798159151895,-7.54488064708644,1.19593476391168e-11,2.31541819964729e-10
"ENSG00000232586",-1.27207302818586,-7.542782020572,1.20884437042752e-11,2.33800926592542e-10
"ENSG00000238160",-1.284285331574,-7.53242211476584,1.27462706474709e-11,2.45264807412723e-10
"ENSG00000189013",-1.33444256138054,-7.52213564693829,1.343455394549e-11,2.57456894430458e-10
"ENSG00000265118",-1.81617598269661,-7.51775046396658,1.37390670096517e-11,2.62757913023166e-10
"ENSG00000104081",1.12652717086061,7.51784607927232,1.37323548903753e-11,2.62757913023166e-10
"ENSG00000179869",1.12135217444362,7.51003424278145,1.42916075838968e-11,2.7194475117722e-10
"ENSG00000215114",-1.02633585513094,-7.49203142923601,1.56679430095828e-11,2.95448158573094e-10
"ENSG00000114315",1.53582971644677,7.48785403848856,1.6005652273963e-11,3.01213264272642e-10
"ENSG00000177706",1.00348902607259,7.4794391585889,1.67080038885482e-11,3.12589227163898e-10
"ENSG00000224940",1.49279487392389,7.47683437280407,1.69315470051454e-11,3.15907257705508e-10
"ENSG00000269243",-1.0213317341094,-7.47013735633912,1.751999711756e-11,3.25806224778476e-10
"ENSG00000164305",-1.02206758196273,-7.46819883684533,1.76940843887117e-11,3.28395233216307e-10
"ENSG00000130150",-1.0814563236644,-7.46648661337984,1.7849275639113e-11,3.30949463080326e-10
"ENSG00000026036",1.06916208595441,7.46063814986845,1.83896157667873e-11,3.3963096256347e-10
"ENSG00000267519",1.06455368537769,7.45218428440375,1.91994626099109e-11,3.535478755088e-10
"ENSG00000159885",-1.00384393001736,-7.45192846107768,1.92245131067345e-11,3.53663454985024e-10
"ENSG00000147592",-1.24186003677934,-7.4514957345212,1.92669599702473e-11,3.5409852870197e-10
"ENSG00000258476",-1.14474425700402,-7.43334883740361,2.11332311067204e-11,3.84273945548648e-10
"ENSG00000181649",1.39391131521708,7.4140220002793,2.33182274196765e-11,4.21158933971109e-10
"ENSG00000155090",1.00395654946609,7.40964849387923,2.3842952038526e-11,4.29401080785614e-10
"ENSG00000079257",-1.07868016900045,-7.40646041626716,2.4232813498055e-11,4.35589447210267e-10
"ENSG00000261888",1.04546150279798,7.40238253938095,2.47407121393662e-11,4.43449605405689e-10
"ENSG00000136161",-1.00874959787067,-7.3951262360035,2.56707200771465e-11,4.56482878415577e-10
"ENSG00000171860",-1.29410442458489,-7.39040024898621,2.62949835105029e-11,4.65987675795722e-10
"ENSG00000125740",1.45921843958079,7.38018474368103,2.76962636149365e-11,4.8624623856307e-10
"ENSG00000198574",-1.05566233391071,-7.37424524644741,2.85447742239692e-11,4.99281761217392e-10
"ENSG00000242197",-1.08946288089288,-7.37002028550977,2.91639857114854e-11,5.08695521141631e-10
"ENSG00000274677",1.12448001118217,7.36588871470198,2.9782384272222e-11,5.18521769796781e-10
"ENSG00000232912",-1.00551120937715,-7.35798022691357,3.10025790034241e-11,5.37282965286571e-10
"ENSG00000205309",1.18750116864037,7.35706372027817,3.11471522879775e-11,5.38797111846576e-10
"ENSG00000239351",-1.01102923616998,-7.35383961897748,3.16610657230451e-11,5.46683002832927e-10
"ENSG00000078081",-1.5739132511067,-7.3479414624106,3.26230658243684e-11,5.62262867337102e-10
"ENSG00000167513",1.23306715325668,7.34040532942076,3.38944911832862e-11,5.82045966190288e-10
"ENSG00000177917",-1.05415184300195,-7.32281145005792,3.70571585803536e-11,6.31749098042264e-10
"ENSG00000259529",-1.03599215991498,-7.30852259197807,3.98395913080999e-11,6.73696787308785e-10
"ENSG00000154146",1.55153939859548,7.30351012459126,4.08639254746443e-11,6.8916260348375e-10
"ENSG00000196139",-1.00088280237223,-7.29776035599347,4.20711096495961e-11,7.06359682334306e-10
"ENSG00000225873",-1.086288384665,-7.29429626564073,4.28153999129959e-11,7.16939114276459e-10
"ENSG00000254285",-1.28671083054232,-7.28646777800969,4.45458318109601e-11,7.43931187637292e-10
"ENSG00000198178",-1.21789003303909,-7.27104031659448,4.81613705306889e-11,8.00056347493049e-10
"ENSG00000183784",-1.10909055322061,-7.26313361536571,5.01255788436737e-11,8.30488702073109e-10
"ENSG00000225492",-1.62268571219533,-7.25592331647241,5.19858805181289e-11,8.59798083582539e-10
"ENSG00000105501",-1.27949271255472,-7.25070597123773,5.33744937153548e-11,8.78138613633059e-10
"ENSG00000180138",-1.33226029652831,-7.22362583564528,6.11943080690866e-11,9.98076515502557e-10
"ENSG00000259182",-1.20604050187247,-7.22230968156099,6.16020249146643e-11,1.00298958110842e-09
"ENSG00000164440",-1.19063696725627,-7.2163945991525,6.3467871993627e-11,1.0306963557034e-09
"ENSG00000223914",-1.05046433206456,-7.21474888005008,6.39968786038906e-11,1.03839207505606e-09
"ENSG00000082996",-1.08516898844186,-7.21121532759141,6.51475217321816e-11,1.05433764122924e-09
"ENSG00000287680",-1.01381001219868,-7.20931292464197,6.57754711779337e-11,1.06219955828171e-09
"ENSG00000144118",-1.03913494612415,-7.15797572700014,8.51815445722426e-11,1.33944068167939e-09
"ENSG00000240247",1.53132100383712,7.1455341738607,9.06808113025804e-11,1.41645532613434e-09
"ENSG00000183856",1.09110783805607,7.13353506958203,9.63171361845975e-11,1.49335161435839e-09
"ENSG00000176390",-1.0308839668736,-7.13283600451127,9.66559974145349e-11,1.49491435081692e-09
"ENSG00000280054",-1.17697212396805,-7.13126545748208,9.74216080997933e-11,1.50428545359337e-09
"ENSG00000101342",-1.14634435027546,-7.1205721466502,1.02796440663797e-10,1.57626227352339e-09
"ENSG00000248196",-1.13275776495874,-7.1062590456968,1.10452799227383e-10,1.68342219404971e-09
"ENSG00000287299",-1.33824304328884,-7.07567607098309,1.28755365450529e-10,1.93266420267495e-09
"ENSG00000146476",-1.02303637135228,-7.07520409032137,1.29060157277385e-10,1.93569684935619e-09
"ENSG00000135519",1.18054860461821,7.07054665700884,1.32106361161933e-10,1.97509494568928e-09
"ENSG00000165891",1.13123799711076,7.0594026662104,1.39687063461484e-10,2.07560542736723e-09
"ENSG00000119508",1.06602754870243,7.02904883572328,1.62588957404464e-10,2.38911917284344e-09
"ENSG00000138623",1.1207364629343,7.02637944974564,1.64772466595721e-10,2.41577326082878e-09
"ENSG00000165115",-1.07965710130144,-7.02042685350648,1.69746654542064e-10,2.48460565521632e-09
"ENSG00000246430",-1.21442971512357,-7.01366635436862,1.75576383405819e-10,2.55801075839042e-09
"ENSG00000099194",1.00482796266664,7.00980364732797,1.78995781743325e-10,2.60581339758945e-09
"ENSG00000079385",-1.00570434967009,-7.00901407685886,1.79702806698887e-10,2.61408607922288e-09
"ENSG00000138449",-1.28495277018385,-7.00390747606819,1.84342751987977e-10,2.6753842541984e-09
"ENSG00000132801",-1.0526360047427,-7.00237332120601,1.85759730880988e-10,2.69387360303006e-09
"ENSG00000006118",1.14209062456894,6.98913644558541,1.98441948597064e-10,2.84493868163736e-09
"ENSG00000287678",-1.01326797879893,-6.98534254439538,2.02232311469237e-10,2.89047972948216e-09
"ENSG00000173320",1.33590066126572,6.97829401217242,2.09465438986896e-10,2.9915920694732e-09
"ENSG00000158050",1.18731376347755,6.97319556243586,2.14856398129067e-10,3.06162241146397e-09
"ENSG00000181631",-1.01691780630603,-6.97237630968327,2.15735363308126e-10,3.07182371428457e-09
"ENSG00000108387",-1.21520440905665,-6.97121425648094,2.16988220230999e-10,3.08499931525401e-09
"ENSG00000165029",-1.04280133100144,-6.95993216242054,2.29532369735462e-10,3.23647513553640e-09
"ENSG00000105948",-1.1751039192821,-6.94808558640421,2.43476652842305e-10,3.40758780552998e-09
"ENSG00000110492",-1.06487946926494,-6.94669977729872,2.45161641833898e-10,3.42353966557966e-09
"ENSG00000155099",-1.06362562415272,-6.93718464323994,2.57046665146331e-10,3.5709771961848e-09
"ENSG00000141576",1.11932621772156,6.93122991618129,2.64772652303199e-10,3.67559854391132e-09
"ENSG00000196415",1.63693513997318,6.92977925751563,2.66689349725292e-10,3.69132547400812e-09
"ENSG00000175592",1.09465648477265,6.92876706479936,2.6803484311007e-10,3.7045050436592e-09
"ENSG00000115828",-1.1653996347424,-6.92675495071691,2.70729492007395e-10,3.7281217066037e-09
"ENSG00000239775",-1.13724857570492,-6.92660526306359,2.70931023268949e-10,3.7281217066037e-09
"ENSG00000107317",-1.08663307724679,-6.92149288173376,2.77903864039275e-10,3.81570917694742e-09
"ENSG00000165131",-1.06750755562163,-6.90949359442466,2.94974843822806e-10,4.02982963588687e-09
"ENSG00000260920",-1.05308913993045,-6.90936740288413,2.95159774373269e-10,4.02982963588687e-09
"ENSG00000262587",-1.03396737807445,-6.90643654672932,2.99487280421491e-10,4.08230201778585e-09
"ENSG00000222047",1.35808313708614,6.90628167788041,2.99717687016913e-10,4.08248863920795e-09
"ENSG00000285534",-1.54579170243355,-6.90015419825593,3.08975937983508e-10,4.19343567704129e-09
"ENSG00000270276",-1.64558558839579,-6.89917461946608,3.10482020509522e-10,4.20892490879703e-09
"ENSG00000136371",-1.12349725034147,-6.8893912543941,3.25927866249205e-10,4.39815841289578e-09
"ENSG00000237576",-1.0318856403972,-6.88593330236665,3.31567052403659e-10,4.46785417251798e-09
"ENSG00000271843",-1.0454907502988,-6.8794196743896,3.42452734898264e-10,4.60137276748467e-09
"ENSG00000162722",1.21599602440961,6.8713076635697,3.56504968378685e-10,4.77655803294287e-09
"ENSG00000214322",-1.16187757243859,-6.87094906969827,3.57139142134847e-10,4.78165398687721e-09
"ENSG00000235027",1.02039561768444,6.85438647069773,3.87678285641509e-10,5.16118978439204e-09
"ENSG00000189050",-1.00290488564045,-6.82048209733877,4.58473418510914e-10,6.00189177061056e-09
"ENSG00000234389",-1.01470671602721,-6.81241134937244,4.77126637763845e-10,6.22014643750541e-09
"ENSG00000149573",-1.05299818416509,-6.81091034150027,4.80677618903888e-10,6.26210579869394e-09
"ENSG00000277224",-1.01184441275584,-6.79905104807388,5.09667643753601e-10,6.62146142967609e-09
"ENSG00000105472",1.0313637782386,6.78915978746099,5.35163636166035e-10,6.93357123665458e-09
"ENSG00000169902",-1.29987336180467,-6.77134023574738,5.84316899890301e-10,7.53928887680376e-09
"ENSG00000247982",1.04688115122494,6.74742941261325,6.57346045514346e-10,8.36694919283733e-09
"ENSG00000183570",1.04576456632217,6.74746534892214,6.57229788292535e-10,8.36694919283733e-09
"ENSG00000259712",1.09303488950224,6.73922063122274,6.84441766773236e-10,8.67082313549039e-09
"ENSG00000232450",-1.12819440554324,-6.73404987298508,7.02073057464488e-10,8.8465901381378e-09
"ENSG00000259354",1.20954281209209,6.72817747474886,7.22641553816343e-10,9.09360159705563e-09
"ENSG00000111837",-1.03064877331726,-6.71388249918684,7.75232873683787e-10,9.68424195918779e-09
"ENSG00000120051",-1.01218664163539,-6.71232467867762,7.81187774983002e-10,9.73925566189927e-09
"ENSG00000243179",-1.20695320795893,-6.70769875873239,7.99138401995795e-10,9.94330859762007e-09
"ENSG00000254928",-1.37028006152961,-6.70237638199672,8.20296213432775e-10,1.01662763609517e-08
"ENSG00000122641",1.11434717570736,6.69805902349996,8.37864588157395e-10,1.03364067529201e-08
"ENSG00000115607",-1.03522769702833,-6.69720855096944,8.41368939281134e-10,1.03728456009018e-08
"ENSG00000108244",-1.25756405087485,-6.68927387234007,8.7476927512751e-10,1.07407972567041e-08
"ENSG00000197506",1.11963374693051,6.68730986945753,8.83236789138936e-10,1.08323011938797e-08
"ENSG00000225345",1.3174840374554,6.68489818973002,8.9374522391908e-10,1.09540484893869e-08
"ENSG00000235192",-1.14985102876213,-6.67693137167957,9.29344757891049e-10,1.13681795773712e-08
"ENSG00000179144",-1.01074940978241,-6.65831129644891,1.01810292145838e-09,1.23815512165481e-08
"ENSG00000213443",-1.60125901977982,-6.64768696432218,1.07244613002832e-09,1.29504744855599e-08
"ENSG00000153234",1.13711813222128,6.62681760109697,1.18766687945901e-09,1.41962364690665e-08
"ENSG00000266127",-1.1069175289993,-6.62015235420556,1.22697988899017e-09,1.46197641674869e-08
