"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.000157803376992268,0.0116494572411967,-0.625362276888526,-1.99488762173014,0,33,"1311;7087;3685;3688;3339;1297;3695;58494;1293;22801;1282;999;80781;3694;1277;3678;682;3689"
"REACTOME_INTERFERON_SIGNALING",0.00026476039184538,0.0116494572411967,0.687413366141637,2.24257770054999,0,27,"23586;684;5045;3458;6737;3460;2634;2289;4869;834;3303"
"REACTOME_KEAP1_NFE2L2_PATHWAY",0.000245459008345606,0.0116494572411967,0.736975790840698,2.05911056074643,0,15,"6737;7296;3162;6347;5052;2938;2940;571;5154;4851;1026;1950"
"REACTOME_METABOLISM_OF_NUCLEOTIDES",0.00025062656641604,0.0116494572411967,0.729365723791347,2.14391857125736,0,18,"1890;6241;957;7296;79077;4907;50484;955;100"
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",0.000247279920870425,0.0116494572411967,0.747967727329112,2.12935121972711,0,16,"65220;6948;2350;1504;6470;10135;4907;54;60490"
"REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES",0.000733496332518337,0.023906547133931,0.754521421718778,2.01826662972533,2,13,"23586;5045;2634;4869;834;3303"
"REACTOME_COLLAGEN_FORMATION",0.000838926174496644,0.023906547133931,-0.668882126827727,-1.81892425225604,4,17,"5118;1297;1293;1508;4322;1282;4316;80781;1277"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.000869691259602841,0.023906547133931,-0.447999719941192,-1.72018238572195,5,94,"1311;7148;8076;652;7087;5118;4321;5802;3685;3688;3339;1297;3695;8751;58494;1293;22801;2202;1508;4322;1282;4316;999;80781;7177;3694;59;1088;1277;3910;3678;682;3689"
"REACTOME_SARS_COV_1_INFECTION",0.00097799511002445,0.023906547133931,0.749061315705039,2.00366141184141,3,13,"23586;684;6480;6482;4869;5054;834"
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES",0.00119535519125683,0.0242013552758954,-0.758178262370832,-1.83161458715295,6,11,"8076;652;3685;3688;2202;3694"
"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2",0.00121006776379477,0.0242013552758954,0.745585912450556,1.9533176756663,4,12,"7296;3162;6347;5052;2938;2940;571;5154;4851;1950"
"REACTOME_ECM_PROTEOGLYCANS",0.00143701101708446,0.0263452019798818,-0.583125870716391,-1.80421796753818,8,29,"1311;7148;5802;3685;3688;3339;1297;1293;1282;3694;1277;3910"
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",0.00202429149797571,0.0342572407349735,-0.68688872590355,-1.80806144094864,11,15,"5118;1297;1293;1508;4322;1282;4316;80781;1277"
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",0.00269106566200215,0.0422881746886053,0.536056090229793,1.79196507105396,9,30,"6737;7296;6648;3162;6347;5052;2938;2940;571;5154;4851;9973;1026;9588;1950;6647;3163;10935"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.00769578995020371,0.11272168322232,-0.441156709794074,-1.55993935043187,50,56,"3685;3688;5669;58494;965;4267;285;3897;7056;90952;83692;1088;1277;3678;682;3689;4072;2817;51744;6403;51206;5175;6404;8795"
"REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES",0.00871031188536106,0.11272168322232,0.452289753010845,1.60669746330466,30,40,"2203;6482;6652;2720;411;9394;1463;51181;216;9953;2023;80146;2683;6385;64080"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0.00831545064377682,0.11272168322232,0.496622038636431,1.67317546015199,30,31,"65220;6948;2350;1504;5805;6470;10135;4907;54;60490;1208;6385"
"REACTOME_LEISHMANIA_INFECTION",0.0120353035571008,0.147098154586788,0.486589982771577,1.61353457944335,44,29,"5045;957;55845;4907;3162;834;3606;2678;3725;3569"
"REACTOME_SIGNALING_BY_ALK_IN_CANCER",0.0149144254278729,0.172693347059581,0.63479071699933,1.6979993994878,60,13,"3002;5601;4869;3725;4851;1026;7157;5573;1051;5777"
"REACTOME_PROTEIN_LOCALIZATION",0.0158924205378973,0.17481662591687,0.629508055125519,1.6838688262938,64,13,"80273;2671;3162;30;189;2053;351"
"REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS",0.0175661914460285,0.184026767529823,0.530779666665101,1.60335901802046,68,20,"725;712;80273;2521;10084;10262;27238;6385;5435"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",0.0217714002968827,0.217714002968827,0.558431067168008,1.61995150889078,87,17,"5641;3902;1519;1512;1075"
"REACTOME_INTERLEUKIN_12_SIGNALING",0.0239166469334596,0.21923593022338,0.663526556652288,1.64359593108886,100,10,"3458;5721;6648;3594;4282;6647;759"
"REACTOME_NEURONAL_SYSTEM",0.0231621349446123,0.21923593022338,-0.581160924336675,-1.55668683598832,137,16,"5802;4916;3556"
"REACTOME_M_PHASE",0.0281173594132029,0.242695289206917,0.600571331757383,1.60646608931854,114,13,"8379;10726;3930;10540;8615;22933;11116"
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",0.0286821705426357,0.242695289206917,-0.445743002316474,-1.47224549149074,184,39,"4916;3556;2064;7039;8074;5159;4915;2250;3815;940;2263;4254;2323;2069"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER",0.0329809057913839,0.251109404335211,-0.462031155924937,-1.47386605791801,208,33,"4916;2064;7039;8074;5159;4915;2250;3815;940;2263;4254;2323;2069"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.0342669378813957,0.251109404335211,-0.444387448342295,-1.45159993080924,218,37,"4321;3339;1297;8751;1293;1508;4322;1282;4316;999;80781;7177;1277;682;4319;4314;26254;170690;4318;101;11095;1515"
"REACTOME_HIV_INFECTION",0.0350919651500484,0.251109404335211,0.604622051077546,1.58401455787391,144,12,"5045;6924;4869;11168;5435"
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS",0.0353835978835979,0.251109404335211,-0.535514648292611,-1.50320447221608,213,19,"3685;3688;3339;1282;59;1277;3910;780;3693"
"REACTOME_SIGNALING_BY_FGFR",0.0342198881924445,0.251109404335211,-0.591552696405795,-1.52767855639328,201,14,"23768;7049;8074;9982;2250;2263"
"REACTOME_INTERFERON_GAMMA_SIGNALING",0.0383863080684597,0.26390586797066,0.583543273778525,1.56091779844368,156,13,"3458;6737;3460;2634"
"REACTOME_ELASTIC_FIBRE_FORMATION",0.040595399188092,0.27063599458728,-0.596198776197925,-1.51227144776665,239,13,"8076;652;3685;3688;2202;3694;3678"
"REACTOME_DNA_REPAIR",0.0453449107573565,0.281074843389383,0.604719746850548,1.54014961833093,187,11,"142;4683;5435;63967;328"
"REACTOME_OTHER_INTERLEUKIN_SIGNALING",0.0437652811735941,0.281074843389383,0.574928389219694,1.5378738748074,178,13,"282618;1435;163702;5657"
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",0.0459940652818991,0.281074843389383,0.534125638006096,1.52057506924408,185,16,"929;5601;177;3725;841;351;1386;51135;3654;7157;5608"
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",0.0489417989417989,0.283347257031468,-0.52166837122429,-1.46433758840813,295,19,"10525;81035;1282;1277;9332;286133;5648;8578;117156;7184"
"REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS",0.048824297844546,0.283347257031468,-0.499195436908186,-1.45349295734953,298,22,"152330;1368;266727;80328;53942;135228;7070;27076;419;8581;10232;8875"
"REACTOME_COLLAGEN_DEGRADATION",0.050731869594145,0.284395438339669,-0.529286740831536,-1.46267258777696,304,18,"4321;1297;1293;1508;4322;1282;4316;80781;1277;4319;4314"
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",0.053000968054211,0.284395438339669,0.578289839616119,1.51502831064462,218,12,"3458;5721;6648"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS",0.0524628879892038,0.284395438339669,-0.557026338979561,-1.46623143912708,310,15,"8829;6092;6091;2817;55740"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2",0.0556476438550793,0.291487658288511,0.611030139875716,1.51355909059517,234,10,"2289;3930;1392;4233;4851;5770;3654"
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE",0.0596863935255438,0.305372245944642,0.484898830609432,1.44574102099695,235,19,"929;653509;5601;177;729238;3725;841;351;1386;51135;3654;7157"
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",0.0629072681704261,0.30754664438875,0.490138352814663,1.44072676135993,250,18,"929;5601;177;3725;841;351;1386;3654;7157;8772;5608"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",0.0615883306320908,0.30754664438875,0.409640171336394,1.38673669024747,227,32,"5641;3929;929;653509;5601;177;729238;3725;7098;1514;841;351;1386"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",0.0651016456921588,0.30972921159837,0.566862904390635,1.48509153986891,268,12,"5601;3725;5534;4067;27040;7462"
"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER",0.0661901802361715,0.30972921159837,-0.418033839444009,-1.37537622529571,425,38,"4916;2064;7039;8074;5159;4915;2250;3815;940;2263;4254;2323;2069"
"REACTOME_SIGNALING_BY_INTERLEUKINS",0.0675772825305536,0.30972921159837,0.28085526909436,1.24318104709361,187,132,"3627;282618;3965;8809;3458;3929;5721;1435;6648;163702;3600;5601;5657;3162;3557;834;177;3606;3574;6347;7124;3725;3568;3597;55540;3569;6352;3977;2919;841;351;1386;3594;200081;3570;3576;1026;4067;4282"
"REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI",0.0754048582995951,0.325275859331587,-0.535849716447426,-1.41048931786936,446,15,"3685;3688;3339;1003;3678;133;5175"
"REACTOME_DENGUE_VIRUS_INFECTION",0.0737390350877193,0.325275859331587,0.38738669115736,1.34590695069596,268,36,"725;712;5045;929;10461;80273;2521;3303;10084;10262;27238;6385;5435"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",0.075198960532727,0.325275859331587,-0.464130594085509,-1.37803223745684,462,24,"7049;3685;3688;94;4090;7048;3694;25805;2658;10272;3693"
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",0.0885190545103714,0.37270087124879,0.561221380922683,1.4293644289424,366,11,"23586;177;841;351;843"
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES",0.0897870280735721,0.37270087124879,0.542316929259409,1.42078495052805,370,12,"7296;6648;5052;9973;9588;6647;10935"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.0938753677453865,0.375501470981546,0.400864134763472,1.32926728046339,350,29,"3627;6354;6373"
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",0.0925546448087432,0.375501470981546,-0.573465744777404,-1.38538424998141,541,11,"7049;3685;3688;7048;3694;25805"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",0.0966137816717973,0.379554142282061,0.568896076372077,1.40919043399729,407,10,"3162;834;841;351;3654;5608;10910"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",0.104258943781942,0.402402940912759,-0.550420047317814,-1.36286946232142,611,12,"4322;1277;3678"
"REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",0.113426474070566,0.41655577733422,0.557369981796859,1.38063959160033,478,10,"148811;10296;2739;4726;3029;2395;539;54704"
"REACTOME_L1CAM_INTERACTIONS",0.113606121091151,0.41655577733422,-0.482798376730008,-1.3342029878866,682,18,"3685;3688;8829;1272;10752;3897;214;3678;6900"
"REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE",0.113121080559575,0.41655577733422,0.541249389933469,1.37849813185264,468,11,"6648;10540;1386;6102;11116;6907;539;22897;22948"
"REACTOME_CELL_JUNCTION_ORGANIZATION",0.120188403443235,0.41970553583352,-0.440847158752731,-1.30890228804997,739,24,"1004;3688;1003;1001;1508;999;59;1015;81607"
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS",0.120094722598106,0.41970553583352,-0.527943228128216,-1.33913973294539,709,13,"3688;2064;7039;999;59;4072"
"REACTOME_MITOTIC_G2_G2_M_PHASES",0.11839924224485,0.41970553583352,0.552473055929277,1.36850960622128,499,10,"10540;1026;7157;11116;22897;4659;440145"
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0.138446695610227,0.425213278635017,0.522240666503614,1.3300851632206,573,11,"2720;411;1463"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0.130468954676447,0.425213278635017,0.412395323784141,1.28975964776125,497,23,"929;5721;6737;5720;642"
"REACTOME_CS_DS_DEGRADATION",0.138446695610227,0.425213278635017,0.522240666503614,1.3300851632206,573,11,"2720;411;1463"
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",0.132930513595166,0.425213278635017,-0.49047862132198,-1.31378690681431,791,16,"1824;11202;1830;26085;1829;5652;404203;1041;147409;11005;5266;43849"
"REACTOME_KERATINIZATION",0.132930513595166,0.425213278635017,-0.49047862132198,-1.31378690681431,791,16,"1824;11202;1830;26085;1829;5652;404203;1041;147409;11005;5266;43849"
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS",0.143026284631778,0.425213278635017,0.53513741488265,1.32556816129886,603,10,"2999;1066;10159;1360"
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",0.133795669824087,0.425213278635017,-0.520342700353739,-1.31986082530556,790,13,"1297;1293;2675;1282"
"REACTOME_NCAM1_INTERACTIONS",0.142419080068143,0.425213278635017,-0.52879919432271,-1.30933507446626,835,12,"1297;1293;2675;1282"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",0.135165769339756,0.425213278635017,0.342082217856987,1.2251198899392,476,42,"3627;6354;6373;84432;51083;6347;5020;6352;2919;10563;2921;351"
"REACTOME_RHOG_GTPASE_CYCLE",0.137394012804984,0.425213278635017,-0.561584590494702,-1.31769036251237,793,10,"4162;3688;1829;1969"
"REACTOME_SARS_COV_INFECTIONS",0.140406062339148,0.425213278635017,0.335725552345847,1.21760106300127,490,44,"23586;684;5045;6480;6482;3460;4869;5054;834"
"REACTOME_CELL_CELL_COMMUNICATION",0.148503937007874,0.43561154855643,-0.386871867638301,-1.2487600194393,942,35,"1004;3688;1003;1001;1508;999;6441;59;1015;81607"
"REACTOME_SARS_COV_2_INFECTION",0.151178183743712,0.437621058205482,0.383666443461041,1.25165126681254,570,27,"23586;5045;6480;6482"
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS",0.157377604607827,0.447558146824651,-0.49852865542042,-1.28744495843006,928,14,"10418;94025;7058;170689;4854;170690;11095;56667"
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",0.158679706601467,0.447558146824651,0.484904590060835,1.29706953911401,648,13,"23586"
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",0.163837526523189,0.456256402975969,-0.348498875593611,-1.21187391512686,1080,51,"4916;3556;2064;7039;8074;5159;4915;2250;3815;940;2263;4254;2323;2069"
"REACTOME_SIGNALING_BY_ERBB4",0.168113844669561,0.462313072841293,0.5020915652765,1.27876778731834,696,11,"2065;1956"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.183841059602649,0.499321396451639,0.374199817257959,1.20684602565986,693,26,"6480;6482;1075;2720;7369;2517;2683;10020;10540;267;90411;8615;3972"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",0.188832325803373,0.500519417792072,-0.388729290899297,-1.21354141467549,1186,30,"3604;7293;60401;8742;10913;51330;8764;8792;4055;356;7132;115650;939;7186;8600;4982"
